,Input1, Input2, Input3, Input4, Output
63,0.07905138339920949,0.18972332015810275,0.05138339920948617,0.05533596837944664,0.13725490196078433
64,0.22134387351778656,0.07114624505928854,0.05533596837944664,0.13043478260869565,0.41568627450980394
65,0.5810276679841897,0.05138339920948617,0.13043478260869565,0.41106719367588934,0.6627450980392157
66,0.5335968379446641,0.05533596837944664,0.41106719367588934,0.6600790513833992,0.3215686274509804
67,0.18972332015810275,0.13043478260869565,0.6600790513833992,0.31620553359683795,0.10980392156862745
68,0.07114624505928854,0.41106719367588934,0.31620553359683795,0.10276679841897234,0.058823529411764705
69,0.05533596837944664,0.31620553359683795,0.05138339920948617,0.04743083003952569,0.09019607843137255
70,0.13043478260869565,0.10276679841897234,0.04743083003952569,0.08300395256916997,0.2549019607843137
71,0.41106719367588934,0.05138339920948617,0.08300395256916997,0.2490118577075099,0.6274509803921569
72,0.31620553359683795,0.08300395256916997,0.6245059288537549,0.5177865612648221,0.17647058823529413
73,0.08300395256916997,0.16996047430830039,0.04743083003952569,0.05533596837944664,0.1411764705882353
74,0.2490118577075099,0.06324110671936758,0.05533596837944664,0.13438735177865613,0.43529411764705883
75,0.6245059288537549,0.04743083003952569,0.13438735177865613,0.4308300395256917,0.6901960784313725
76,0.5177865612648221,0.05533596837944664,0.4308300395256917,0.6877470355731226,0.3137254901960784
77,0.16996047430830039,0.13438735177865613,0.6877470355731226,0.308300395256917,0.10196078431372549
78,0.06324110671936758,0.4308300395256917,0.308300395256917,0.09486166007905138,0.054901960784313725
79,0.04743083003952569,0.6877470355731226,0.09486166007905138,0.04743083003952569,0.050980392156862744
80,0.05533596837944664,0.308300395256917,0.04743083003952569,0.043478260869565216,0.0784313725490196
81,0.13438735177865613,0.09486166007905138,0.043478260869565216,0.07114624505928854,0.23529411764705882
82,0.4308300395256917,0.04743083003952569,0.07114624505928854,0.22924901185770752,0.6392156862745098
83,0.6877470355731226,0.043478260869565216,0.22924901185770752,0.6363636363636364,0.5490196078431373
84,0.308300395256917,0.07114624505928854,0.6363636363636364,0.5454545454545454,0.17647058823529413
85,0.09486166007905138,0.22924901185770752,0.5454545454545454,0.16996047430830039,0.07058823529411765
86,0.04743083003952569,0.6363636363636364,0.16996047430830039,0.06324110671936758,0.047058823529411764
87,0.043478260869565216,0.5454545454545454,0.06324110671936758,0.039525691699604744,0.054901960784313725
88,0.22924901185770752,0.06324110671936758,0.04743083003952569,0.11067193675889328,0.3843137254901961
89,0.5454545454545454,0.04743083003952569,0.3794466403162055,0.7233201581027668,0.36470588235294116
90,0.16996047430830039,0.11067193675889328,0.7233201581027668,0.35968379446640314,0.10980392156862745
91,0.06324110671936758,0.3794466403162055,0.35968379446640314,0.10276679841897234,0.054901960784313725
92,0.039525691699604744,0.7233201581027668,0.10276679841897234,0.04743083003952569,0.047058823529411764
93,0.04743083003952569,0.35968379446640314,0.04743083003952569,0.039525691699604744,0.06666666666666667
94,0.11067193675889328,0.10276679841897234,0.039525691699604744,0.05928853754940711,0.1803921568627451
95,0.3794466403162055,0.04743083003952569,0.05928853754940711,0.17391304347826086,0.5686274509803921
96,0.7233201581027668,0.039525691699604744,0.17391304347826086,0.5652173913043478,0.6549019607843137
97,0.35968379446640314,0.05928853754940711,0.5652173913043478,0.6521739130434783,0.22745098039215686
98,0.10276679841897234,0.17391304347826086,0.6521739130434783,0.22134387351778656,0.07450980392156863
99,0.039525691699604744,0.6521739130434783,0.06719367588932806,0.03557312252964427,0.047058823529411764
100,0.05928853754940711,0.22134387351778656,0.03557312252964427,0.039525691699604744,0.08235294117647059
101,0.17391304347826086,0.06719367588932806,0.039525691699604744,0.07509881422924901,0.26666666666666666
102,0.5652173913043478,0.03557312252964427,0.07509881422924901,0.2608695652173913,0.7176470588235294
103,0.6521739130434783,0.039525691699604744,0.2608695652173913,0.7154150197628458,0.5176470588235295
104,0.22134387351778656,0.07509881422924901,0.7154150197628458,0.5138339920948617,0.14901960784313725
105,0.06719367588932806,0.2608695652173913,0.5138339920948617,0.1422924901185771,0.058823529411764705
106,0.03557312252964427,0.7154150197628458,0.1422924901185771,0.05138339920948617,0.043137254901960784
107,0.039525691699604744,0.5138339920948617,0.05138339920948617,0.03557312252964427,0.050980392156862744
108,0.07509881422924901,0.1422924901185771,0.03557312252964427,0.043478260869565216,0.10196078431372549
109,0.2608695652173913,0.05138339920948617,0.043478260869565216,0.09486166007905138,0.36470588235294116
110,0.7154150197628458,0.03557312252964427,0.09486166007905138,0.35968379446640314,0.792156862745098
111,0.5138339920948617,0.043478260869565216,0.35968379446640314,0.7905138339920948,0.39215686274509803
112,0.1422924901185771,0.09486166007905138,0.7905138339920948,0.38735177865612647,0.10588235294117647
113,0.05138339920948617,0.35968379446640314,0.38735177865612647,0.09881422924901186,0.047058823529411764
114,0.03557312252964427,0.7905138339920948,0.09881422924901186,0.039525691699604744,0.0392156862745098
115,0.09486166007905138,0.09881422924901186,0.03162055335968379,0.043478260869565216,0.11764705882352941
116,0.35968379446640314,0.039525691699604744,0.043478260869565216,0.11067193675889328,0.4470588235294118
117,0.7905138339920948,0.03162055335968379,0.11067193675889328,0.4426877470355731,0.807843137254902
118,0.039525691699604744,0.4426877470355731,0.31620553359683795,0.07509881422924901,0.043137254901960784
119,0.043478260869565216,0.31620553359683795,0.03557312252964427,0.02766798418972332,0.0392156862745098
120,0.11067193675889328,0.07509881422924901,0.02766798418972332,0.03162055335968379,0.11764705882352941
121,0.4426877470355731,0.03557312252964427,0.03162055335968379,0.11067193675889328,0.47058823529411764
122,0.8063241106719368,0.02766798418972332,0.11067193675889328,0.466403162055336,0.8431372549019608
123,0.07509881422924901,0.11067193675889328,0.841897233201581,0.2964426877470356,0.0784313725490196
124,0.02766798418972332,0.841897233201581,0.07114624505928854,0.03162055335968379,0.03137254901960784
125,0.11067193675889328,0.07114624505928854,0.023715415019762844,0.02766798418972332,0.08235294117647059
126,0.466403162055336,0.03162055335968379,0.02766798418972332,0.07509881422924901,0.37254901960784315
127,0.841897233201581,0.023715415019762844,0.07509881422924901,0.3675889328063241,0.9176470588235294
128,0.2964426877470356,0.02766798418972332,0.3675889328063241,0.9169960474308301,0.38823529411764707
129,0.07114624505928854,0.07509881422924901,0.9169960474308301,0.383399209486166,0.08627450980392157
130,0.03162055335968379,0.3675889328063241,0.383399209486166,0.07905138339920949,0.03529411764705882
131,0.023715415019762844,0.9169960474308301,0.07905138339920949,0.02766798418972332,0.03137254901960784
132,0.02766798418972332,0.383399209486166,0.02766798418972332,0.023715415019762844,0.027450980392156862
133,0.07509881422924901,0.07905138339920949,0.023715415019762844,0.019762845849802372,0.03529411764705882
134,0.3675889328063241,0.02766798418972332,0.019762845849802372,0.02766798418972332,0.13725490196078433
135,0.9169960474308301,0.023715415019762844,0.02766798418972332,0.13043478260869565,0.6901960784313725
136,0.383399209486166,0.019762845849802372,0.13043478260869565,0.6877470355731226,0.8431372549019608
137,0.07905138339920949,0.02766798418972332,0.6877470355731226,0.841897233201581,0.1803921568627451
138,0.02766798418972332,0.13043478260869565,0.841897233201581,0.17391304347826086,0.043137254901960784
139,0.023715415019762844,0.6877470355731226,0.17391304347826086,0.03557312252964427,0.027450980392156862
140,0.019762845849802372,0.841897233201581,0.03557312252964427,0.019762845849802372,0.0196078431372549
141,0.02766798418972332,0.17391304347826086,0.019762845849802372,0.011857707509881422,0.01568627450980392
142,0.13043478260869565,0.03557312252964427,0.011857707509881422,0.007905138339920948,0.011764705882352941
143,0.6877470355731226,0.019762845849802372,0.007905138339920948,0.003952569169960474,0.01568627450980392
144,0.17391304347826086,0.007905138339920948,0.007905138339920948,0.06719367588932806,0.4117647058823529
145,0.03557312252964427,0.003952569169960474,0.06719367588932806,0.40711462450592883,0.49019607843137253
146,0.019762845849802372,0.007905138339920948,0.40711462450592883,0.48616600790513836,0.21568627450980393
147,0.011857707509881422,0.06719367588932806,0.48616600790513836,0.20948616600790515,0.11764705882352941
148,0.007905138339920948,0.40711462450592883,0.20948616600790515,0.11067193675889328,0.10980392156862745
149,0.007905138339920948,0.20948616600790515,0.10276679841897234,0.1541501976284585,0.2784313725490196
150,0.40711462450592883,0.10276679841897234,0.2727272727272727,0.3794466403162055,0.30980392156862746
151,0.20948616600790515,0.2727272727272727,0.30434782608695654,0.1857707509881423,0.13333333333333333
152,0.10276679841897234,0.30434782608695654,0.12648221343873517,0.1225296442687747,0.1843137254901961
153,0.1541501976284585,0.1857707509881423,0.1225296442687747,0.17786561264822134,0.29411764705882354
154,0.2727272727272727,0.12648221343873517,0.17786561264822134,0.2885375494071146,0.37254901960784315
155,0.3794466403162055,0.1225296442687747,0.2885375494071146,0.3675889328063241,0.2980392156862745
156,0.30434782608695654,0.17786561264822134,0.3675889328063241,0.2924901185770751,0.18823529411764706
157,0.12648221343873517,0.3675889328063241,0.18181818181818182,0.12648221343873517,0.13725490196078433
158,0.1225296442687747,0.2924901185770751,0.12648221343873517,0.13043478260869565,0.19215686274509805
159,0.17786561264822134,0.18181818181818182,0.13043478260869565,0.1857707509881423,0.3058823529411765
160,0.2885375494071146,0.12648221343873517,0.1857707509881423,0.30039525691699603,0.3764705882352941
161,0.3675889328063241,0.13043478260869565,0.30039525691699603,0.3715415019762846,0.29411764705882354
162,0.2924901185770751,0.1857707509881423,0.3715415019762846,0.2885375494071146,0.1843137254901961
163,0.18181818181818182,0.30039525691699603,0.2885375494071146,0.17786561264822134,0.13333333333333333
164,0.12648221343873517,0.3715415019762846,0.17786561264822134,0.12648221343873517,0.13333333333333333
165,0.13043478260869565,0.2885375494071146,0.12648221343873517,0.12648221343873517,0.19215686274509805
166,0.1857707509881423,0.17786561264822134,0.12648221343873517,0.1857707509881423,0.3176470588235294
167,0.30039525691699603,0.12648221343873517,0.1857707509881423,0.31225296442687744,0.38823529411764707
168,0.2885375494071146,0.1857707509881423,0.383399209486166,0.2924901185770751,0.1803921568627451
169,0.17786561264822134,0.31225296442687744,0.2924901185770751,0.17391304347826086,0.12549019607843137
170,0.12648221343873517,0.383399209486166,0.17391304347826086,0.11857707509881422,0.12941176470588237
171,0.1857707509881423,0.17391304347826086,0.1225296442687747,0.1857707509881423,0.3254901960784314
172,0.31225296442687744,0.11857707509881422,0.1857707509881423,0.3201581027667984,0.396078431372549
173,0.383399209486166,0.1225296442687747,0.3201581027667984,0.391304347826087,0.2901960784313726
174,0.2924901185770751,0.1857707509881423,0.391304347826087,0.2845849802371542,0.17254901960784313
175,0.17391304347826086,0.3201581027667984,0.2845849802371542,0.16600790513833993,0.12549019607843137
176,0.11857707509881422,0.391304347826087,0.16600790513833993,0.11857707509881422,0.12941176470588237
177,0.1225296442687747,0.2845849802371542,0.11857707509881422,0.1225296442687747,0.19607843137254902
178,0.1857707509881423,0.16600790513833993,0.1225296442687747,0.18972332015810275,0.3333333333333333
179,0.3201581027667984,0.11857707509881422,0.18972332015810275,0.32806324110671936,0.403921568627451
180,0.391304347826087,0.1225296442687747,0.32806324110671936,0.39920948616600793,0.28627450980392155
181,0.2845849802371542,0.18972332015810275,0.39920948616600793,0.28063241106719367,0.16862745098039217
182,0.16600790513833993,0.32806324110671936,0.28063241106719367,0.16205533596837945,0.11764705882352941
183,0.11857707509881422,0.39920948616600793,0.16205533596837945,0.11067193675889328,0.12156862745098039
184,0.1225296442687747,0.28063241106719367,0.11067193675889328,0.11462450592885376,0.19215686274509805
185,0.18972332015810275,0.16205533596837945,0.11462450592885376,0.1857707509881423,0.3333333333333333
186,0.39920948616600793,0.11462450592885376,0.32806324110671936,0.41106719367588934,0.2901960784313726
187,0.28063241106719367,0.1857707509881423,0.41106719367588934,0.2845849802371542,0.16862745098039217
188,0.11067193675889328,0.41106719367588934,0.16205533596837945,0.11462450592885376,0.12156862745098039
189,0.11462450592885376,0.2845849802371542,0.11462450592885376,0.11462450592885376,0.19215686274509805
190,0.1857707509881423,0.16205533596837945,0.11462450592885376,0.1857707509881423,0.3411764705882353
191,0.32806324110671936,0.11462450592885376,0.1857707509881423,0.3359683794466403,0.42745098039215684
192,0.2845849802371542,0.1857707509881423,0.42292490118577075,0.2924901185770751,0.1607843137254902
193,0.16205533596837945,0.3359683794466403,0.2924901185770751,0.1541501976284585,0.11372549019607843
194,0.11462450592885376,0.42292490118577075,0.1541501976284585,0.1067193675889328,0.11764705882352941
195,0.11462450592885376,0.2924901185770751,0.1067193675889328,0.11067193675889328,0.1843137254901961
196,0.1857707509881423,0.1541501976284585,0.11067193675889328,0.17786561264822134,0.3411764705882353
197,0.42292490118577075,0.11067193675889328,0.3359683794466403,0.4268774703557312,0.2980392156862745
198,0.2924901185770751,0.17786561264822134,0.4268774703557312,0.2924901185770751,0.1607843137254902
199,0.1541501976284585,0.3359683794466403,0.2924901185770751,0.1541501976284585,0.10980392156862745
200,0.1067193675889328,0.4268774703557312,0.1541501976284585,0.10276679841897234,0.11764705882352941
201,0.11067193675889328,0.2924901185770751,0.10276679841897234,0.11067193675889328,0.1843137254901961
202,0.17786561264822134,0.1541501976284585,0.11067193675889328,0.17786561264822134,0.34509803921568627
203,0.3359683794466403,0.10276679841897234,0.17786561264822134,0.33992094861660077,0.4470588235294118
204,0.4268774703557312,0.11067193675889328,0.33992094861660077,0.4426877470355731,0.30980392156862746
205,0.2924901185770751,0.17786561264822134,0.4426877470355731,0.30434782608695654,0.1607843137254902
206,0.1541501976284585,0.33992094861660077,0.30434782608695654,0.1541501976284585,0.10980392156862745
207,0.10276679841897234,0.4426877470355731,0.1541501976284585,0.10276679841897234,0.10980392156862745
208,0.11067193675889328,0.30434782608695654,0.10276679841897234,0.10276679841897234,0.17647058823529413
209,0.17786561264822134,0.1541501976284585,0.10276679841897234,0.16996047430830039,0.33725490196078434
210,0.4426877470355731,0.10276679841897234,0.33201581027667987,0.45454545454545453,0.3215686274509804
211,0.30434782608695654,0.16996047430830039,0.45454545454545453,0.31620553359683795,0.16470588235294117
212,0.1541501976284585,0.33201581027667987,0.31620553359683795,0.15810276679841898,0.10196078431372549
213,0.16996047430830039,0.15810276679841898,0.09486166007905138,0.16205533596837945,0.32941176470588235
214,0.33201581027667987,0.09486166007905138,0.16205533596837945,0.3241106719367589,0.4666666666666667
215,0.45454545454545453,0.09486166007905138,0.3241106719367589,0.4624505928853755,0.3333333333333333
216,0.31620553359683795,0.16205533596837945,0.4624505928853755,0.32806324110671936,0.16470588235294117
217,0.15810276679841898,0.3241106719367589,0.32806324110671936,0.15810276679841898,0.10196078431372549
218,0.09486166007905138,0.4624505928853755,0.15810276679841898,0.09486166007905138,0.09803921568627451
219,0.09486166007905138,0.32806324110671936,0.09486166007905138,0.09090909090909091,0.15294117647058825
220,0.16205533596837945,0.15810276679841898,0.09090909090909091,0.14624505928853754,0.3137254901960784
221,0.3241106719367589,0.09486166007905138,0.14624505928853754,0.308300395256917,0.4745098039215686
222,0.32806324110671936,0.14624505928853754,0.47035573122529645,0.34782608695652173,0.16862745098039217
223,0.15810276679841898,0.308300395256917,0.34782608695652173,0.16205533596837945,0.10196078431372549
224,0.09486166007905138,0.47035573122529645,0.16205533596837945,0.09486166007905138,0.09411764705882353
225,0.09090909090909091,0.34782608695652173,0.09486166007905138,0.08695652173913043,0.1411764705882353
226,0.14624505928853754,0.16205533596837945,0.08695652173913043,0.13438735177865613,0.2980392156862745
227,0.308300395256917,0.09486166007905138,0.13438735177865613,0.2924901185770751,0.4823529411764706
228,0.47035573122529645,0.08695652173913043,0.2924901185770751,0.4782608695652174,0.3764705882352941
229,0.34782608695652173,0.13438735177865613,0.4782608695652174,0.3715415019762846,0.1803921568627451
230,0.16205533596837945,0.2924901185770751,0.3715415019762846,0.17391304347826086,0.10196078431372549
231,0.09486166007905138,0.4782608695652174,0.17391304347826086,0.09486166007905138,0.09019607843137255
232,0.08695652173913043,0.3715415019762846,0.09486166007905138,0.08300395256916997,0.13725490196078433
233,0.13438735177865613,0.17391304347826086,0.08300395256916997,0.13043478260869565,0.2823529411764706
234,0.2924901185770751,0.09486166007905138,0.13043478260869565,0.2766798418972332,0.4823529411764706
235,0.4782608695652174,0.08300395256916997,0.2766798418972332,0.4782608695652174,0.4
236,0.17391304347826086,0.2766798418972332,0.3952569169960474,0.18972332015810275,0.10588235294117647
237,0.09486166007905138,0.4782608695652174,0.18972332015810275,0.09881422924901186,0.08627450980392157
238,0.08300395256916997,0.3952569169960474,0.09881422924901186,0.07905138339920949,0.12156862745098039
239,0.13043478260869565,0.18972332015810275,0.07905138339920949,0.11462450592885376,0.25098039215686274
240,0.2766798418972332,0.09881422924901186,0.11462450592885376,0.2450592885375494,0.4745098039215686
241,0.4782608695652174,0.07905138339920949,0.2450592885375494,0.47035573122529645,0.43137254901960786
242,0.18972332015810275,0.2450592885375494,0.4268774703557312,0.2015810276679842,0.10588235294117647
243,0.09881422924901186,0.47035573122529645,0.2015810276679842,0.09881422924901186,0.08235294117647059
244,0.07905138339920949,0.4268774703557312,0.09881422924901186,0.07509881422924901,0.10980392156862745
245,0.11462450592885376,0.2015810276679842,0.07509881422924901,0.10276679841897234,0.2235294117647059
246,0.2450592885375494,0.09881422924901186,0.10276679841897234,0.21739130434782608,0.4588235294117647
247,0.4268774703557312,0.10276679841897234,0.45454545454545453,0.466403162055336,0.23137254901960785
248,0.2015810276679842,0.21739130434782608,0.466403162055336,0.22529644268774704,0.10980392156862745
249,0.07509881422924901,0.466403162055336,0.10276679841897234,0.07114624505928854,0.09803921568627451
250,0.21739130434782608,0.10276679841897234,0.09090909090909091,0.1857707509881423,0.42745098039215684
251,0.10276679841897234,0.42292490118577075,0.2608695652173913,0.11462450592885376,0.0784313725490196
252,0.07114624505928854,0.4980237154150198,0.11462450592885376,0.07114624505928854,0.09019607843137255
253,0.09090909090909091,0.2608695652173913,0.07114624505928854,0.08300395256916997,0.16862745098039217
254,0.42292490118577075,0.07114624505928854,0.16205533596837945,0.3794466403162055,0.5294117647058824
255,0.4980237154150198,0.08300395256916997,0.3794466403162055,0.525691699604743,0.30196078431372547
256,0.2608695652173913,0.16205533596837945,0.525691699604743,0.2964426877470356,0.13333333333333333
257,0.11462450592885376,0.3794466403162055,0.2964426877470356,0.12648221343873517,0.08627450980392157
258,0.07114624505928854,0.525691699604743,0.12648221343873517,0.07905138339920949,0.08627450980392157
259,0.3794466403162055,0.07905138339920949,0.13438735177865613,0.33201581027667987,0.5450980392156862
260,0.525691699604743,0.07905138339920949,0.33201581027667987,0.541501976284585,0.3568627450980392
261,0.2964426877470356,0.13438735177865613,0.541501976284585,0.35177865612648224,0.14901960784313725
262,0.12648221343873517,0.33201581027667987,0.35177865612648224,0.1422924901185771,0.08235294117647059
263,0.07905138339920949,0.541501976284585,0.1422924901185771,0.07509881422924901,0.07450980392156863
264,0.07905138339920949,0.35177865612648224,0.07509881422924901,0.06719367588932806,0.11764705882352941
265,0.13438735177865613,0.1422924901185771,0.06719367588932806,0.11067193675889328,0.28627450980392155
266,0.33201581027667987,0.07509881422924901,0.11067193675889328,0.28063241106719367,0.5372549019607843
267,0.541501976284585,0.06719367588932806,0.28063241106719367,0.5335968379446641,0.4196078431372549
268,0.35177865612648224,0.11067193675889328,0.5335968379446641,0.4150197628458498,0.17254901960784313
269,0.1422924901185771,0.28063241106719367,0.4150197628458498,0.16600790513833993,0.09019607843137255
270,0.07509881422924901,0.5335968379446641,0.16600790513833993,0.08300395256916997,0.07450980392156863
271,0.06719367588932806,0.4150197628458498,0.08300395256916997,0.06719367588932806,0.10196078431372549
272,0.11067193675889328,0.16600790513833993,0.06719367588932806,0.09486166007905138,0.23137254901960785
273,0.5335968379446641,0.06719367588932806,0.22529644268774704,0.5019762845849802,0.49019607843137253
274,0.16600790513833993,0.22529644268774704,0.48616600790513836,0.20948616600790515,0.09411764705882353
275,0.08300395256916997,0.5019762845849802,0.20948616600790515,0.08695652173913043,0.07058823529411765
276,0.06719367588932806,0.48616600790513836,0.08695652173913043,0.06324110671936758,0.08627450980392157
277,0.5019762845849802,0.06324110671936758,0.17786561264822134,0.4426877470355731,0.5490196078431373
278,0.48616600790513836,0.07905138339920949,0.4426877470355731,0.5454545454545454,0.26666666666666666
279,0.20948616600790515,0.17786561264822134,0.5454545454545454,0.2608695652173913,0.10980392156862745
280,0.08695652173913043,0.4426877470355731,0.2608695652173913,0.10276679841897234,0.07058823529411765
281,0.06324110671936758,0.5454545454545454,0.10276679841897234,0.06324110671936758,0.07450980392156863
282,0.4426877470355731,0.06324110671936758,0.13438735177865613,0.35968379446640314,0.5882352941176471
283,0.5454545454545454,0.06719367588932806,0.35968379446640314,0.5849802371541502,0.34509803921568627
284,0.2608695652173913,0.13438735177865613,0.5849802371541502,0.33992094861660077,0.13333333333333333
285,0.10276679841897234,0.35968379446640314,0.33992094861660077,0.12648221343873517,0.07450980392156863
286,0.06324110671936758,0.5849802371541502,0.12648221343873517,0.06719367588932806,0.07058823529411765
287,0.06719367588932806,0.33992094861660077,0.06719367588932806,0.06324110671936758,0.10980392156862745
288,0.5849802371541502,0.06324110671936758,0.2766798418972332,0.5731225296442688,0.4392156862745098
289,0.33992094861660077,0.10276679841897234,0.5731225296442688,0.43478260869565216,0.16862745098039217
290,0.12648221343873517,0.2766798418972332,0.43478260869565216,0.16205533596837945,0.0784313725490196
291,0.06719367588932806,0.5731225296442688,0.16205533596837945,0.07114624505928854,0.06274509803921569
292,0.06324110671936758,0.43478260869565216,0.07114624505928854,0.05533596837944664,0.09019607843137255
293,0.10276679841897234,0.16205533596837945,0.05533596837944664,0.08300395256916997,0.20784313725490197
294,0.2766798418972332,0.07114624505928854,0.08300395256916997,0.2015810276679842,0.5137254901960784
295,0.16205533596837945,0.2015810276679842,0.5335968379446641,0.22134387351778656,0.09411764705882353
296,0.07114624505928854,0.5098814229249012,0.22134387351778656,0.08695652173913043,0.06274509803921569
297,0.05533596837944664,0.5335968379446641,0.08695652173913043,0.05533596837944664,0.07450980392156863
